"","Vitro_RC_1","Vitro_RC_2","Vitro_RC_3","Vivo_IB_1","Vivo_IB_2","Vivo_IB_3","Vivo_UB_1","Vivo_UB_2","Vivo_UB_3"
"ENSMUSG00000075014",-1.05308963662027,2.06762960082992,-1.17353207164673,-0.396303441083127,-3.25949646428538,-0.919853242493344,2.21301165117124,11.2704786306476,13.8451357552897
"ENSMUSG00000017707",9.50085122989455,9.50594229861137,9.12351844350527,11.0172183379959,11.4683413077782,9.98327878049641,11.4181005897398,11.3393481998417,10.7406859979246
"ENSMUSG00000064339",11.5273096891361,12.1580488046566,11.698381735889,9.73251464321944,9.39107863736116,10.3139942238942,9.81779482855387,9.6213277518498,10.1216600834896
"ENSMUSG00000001270",10.1360500103917,9.99860707350258,10.3146448145634,10.8591708252796,10.5274161256779,11.0249124741368,11.0000309211939,11.1386338675323,10.3388881697332
"ENSMUSG00000062825",11.7537919452485,11.2518553450011,11.4921407633737,11.2352072988045,10.3595750682666,10.2202508711978,9.46248284228074,9.78099718496421,8.73819263373387
"ENSMUSG00000026864",11.2343160371581,11.2325069847366,11.0026111843571,11.0344884691943,11.4653524816343,9.44317624461661,10.7240990510392,9.76654020448711,9.09944077937763
"ENSMUSG00000059498",10.5113387967449,11.0062533424343,10.7025089944398,10.5620758258366,11.5326779491403,9.64941050736375,10.8507916999718,10.3520947629161,10.6177142882407
"ENSMUSG00000028692",11.7685193508133,12.0408036854342,12.2731204018765,10.118269126143,9.90761939962325,9.26812394000946,8.69664986262811,8.94570063473225,8.24792348437437
"ENSMUSG00000030579",11.1625798540749,11.2770108935616,11.2210468405015,10.706471723501,11.1455665256328,9.79458906023749,9.87517635965521,10.004746750399,9.82420395604481
"ENSMUSG00000028494",12.3131399769957,12.5164810087678,12.1001376791711,8.7143251438528,9.34930476591332,7.40468860024448,5.75085307667879,5.24353420202621,5.49792214571198
"ENSMUSG00000063229",12.1550458688382,12.1129357950969,12.0207197056547,9.86797920549109,9.63487931253326,8.68178820486022,8.22999404948273,7.87075974853695,7.75679476393537
"ENSMUSG00000024190",8.57959635397658,9.12550940022406,8.71787342167559,11.0915323654693,11.7884021417568,9.42421839458138,11.6102179889271,10.7767804392818,9.79359452997468
"ENSMUSG00000036887",8.81063547540186,8.80595214442458,8.07779934695156,11.0178422188612,11.5379967174462,10.7876465658389,10.5083957577072,10.8909932347433,10.4614101190132
"ENSMUSG00000017390",5.00210053485582,5.82644181404254,6.17865145603165,10.1359210101359,10.5800772863347,10.4736241355912,11.9781762984124,10.8308004807785,11.3926111361078
"ENSMUSG00000017760",10.9663073884496,11.3130604167678,11.0217426940344,10.1901825758152,11.2093851578559,9.5035461747666,10.3393453897952,9.72074170035364,9.64247093565467
"ENSMUSG00000036353",3.11260874921954,3.55848862837372,2.22312583474289,10.0542170196605,11.2763891586528,9.22438303199202,11.760568602636,11.5586487908681,10.853994210341
"ENSMUSG00000056201",11.4129797313663,10.9265378488623,10.8954448109731,10.8061347520721,10.6372053950344,10.2212384399136,9.71658657249861,9.58773187244251,8.97100256709746
"ENSMUSG00000028581",10.3853213974699,10.0144934543194,9.9311336954704,11.1161208721346,11.2339293436441,9.90405901709921,10.5301676248398,10.4823343991257,9.72983757019988
"ENSMUSG00000024610",4.39182563298485,4.69635499042418,5.32336126558206,12.4283977244509,11.7903653990884,10.6158680294074,7.84749135618302,7.85234267562689,8.16266354909978
"ENSMUSG00000071866",11.1494958902964,10.9729635210585,10.5037211616679,10.2666046285735,10.5235726938891,10.3061813292119,9.64643372586895,10.4058487784122,9.50728715786024
"ENSMUSG00000036438",10.3863808468411,11.0162204910832,10.489028099415,9.98926609498272,10.693480622244,9.36632356368398,10.8641914635196,10.2148849474356,10.5697117960799
"ENSMUSG00000064341",10.5887985925449,11.4227630611953,11.1444668298696,10.3260903386659,10.3639951470341,9.05710843632374,10.4855679527158,10.0242601749116,9.71200615077433
"ENSMUSG00000058715",10.2590668004619,10.4931123949057,10.1303169296569,11.087659113436,11.2078850930061,9.65988891144295,9.95216504067245,9.97771075890726,9.75337701948558
"ENSMUSG00000022587",8.92386696566427,9.47141869699259,9.40673062284279,11.9349593492875,11.180125527691,9.44063461358549,9.82931503307448,9.70005799867128,9.15915014571564
"ENSMUSG00000021025",7.2547176640896,7.63117818501726,7.85015093620057,11.0885658866719,11.5701997262644,10.7057537917113,10.7376962378651,9.76445238457949,8.64278509600499
"ENSMUSG00000028832",9.15247811044199,9.55749299369122,9.11560286402374,10.2721199244289,10.3479147614002,9.78164877408902,10.8281784229806,10.9663002040284,10.8533759943925
"ENSMUSG00000006519",10.9365100867647,11.4070561448969,11.5428929688913,10.0234157218326,10.5319127358423,9.06253694055668,8.87372832180058,8.87295444098109,9.41336213878189
"ENSMUSG00000015568",12.4762789428579,11.965642015158,11.8287097331692,4.23139431418026,6.01597708972262,4.99436557144155,2.26367171132836,2.46994761540159,2.33736964124025
"ENSMUSG00000028249",11.0920897404454,11.3736824748759,10.9250691785796,10.3121300932355,10.8099785287053,8.90347105470173,9.5373136860672,8.49662099345582,8.30385161122146
"ENSMUSG00000032060",8.5363440973004,8.96263856585086,8.59362569022845,9.94871997811348,10.0669412805039,9.53896130178022,11.1638216706911,11.2493065755061,10.7163616134732
"ENSMUSG00000025393",10.8144019470807,10.7350729055298,10.8693091456901,10.3928209977624,10.1787574614443,9.85378895416783,9.76400549768214,9.79136117652161,9.22841867466659
"ENSMUSG00000020486",3.25860947208337,3.87349240830196,3.06125225215689,10.0691210900975,10.0677860736373,9.95268581372685,11.1935903190559,11.3418507436216,10.9496009651234
"ENSMUSG00000015396",5.65558614431221,5.82936252967738,5.88590820593805,10.7501656143343,12.280615877376,9.87360525307774,10.7021690911624,8.4620709909139,7.61720875274048
"ENSMUSG00000022548",1.5848379415016,2.25306973660662,1.95847213503746,11.5280876260291,10.382560125981,10.0309451065925,10.2821957486534,10.9264061042518,9.96407190156565
"ENSMUSG00000024621",8.9952214876485,8.38645367747776,8.29177052857017,10.3759132888475,10.9313309893715,10.1167656070219,10.6122287473534,10.5082322606937,10.1557711608288
"ENSMUSG00000022037",4.48180657011635,4.73736083264651,5.01662484144425,10.35719721903,10.1260631281206,10.3170382894899,11.4014651691817,10.6303570957174,10.481430350042
"ENSMUSG00000037742",10.159633620301,10.1419818353673,10.5512183355693,10.6035279030354,9.95861153542422,10.4354481801054,8.8788154383746,9.74158798704904,9.9441109801098
"ENSMUSG00000044786",6.80183702566126,6.64943342806138,6.48753324133127,10.9292301265684,11.1132314284424,10.2201685432819,10.7937592632848,10.3168607771413,8.82380139154649
"ENSMUSG00000015806",6.54147579694625,7.00502611087486,7.18280264069938,9.71058448017567,9.94058429128793,9.66630883275989,11.0983834646189,11.2428938931611,10.8733101805034
"ENSMUSG00000015852",5.38792115392258,5.7545098262768,4.74496103418324,10.3732470526625,11.5809653270462,9.99097148736737,10.6251014669869,10.2860563674175,9.81612425668225
"ENSMUSG00000062591",4.96570564039441,4.79527077582701,4.62197903855295,10.4295125451417,10.5793863166518,9.93096861712528,10.9485429835496,11.1055568109927,9.94482545734002
"ENSMUSG00000006699",10.6506740163067,10.6442812280041,10.3518361288499,10.4278828053816,10.4519872379795,9.24767181702698,9.84620826126619,9.57927285245076,8.94069926190599
"ENSMUSG00000031342",5.59272132604768,6.1047672096161,5.78918790445359,10.0658858634035,10.0156913381906,9.99048887622487,11.1293763803525,11.0147824677734,10.4854258261764
"ENSMUSG00000016319",10.0596599618306,10.6684891186697,10.4064257614569,10.002664842856,10.5214672811256,9.01757886799695,10.4611300552952,9.39866279540901,9.79230493492512
"ENSMUSG00000040713",11.3859224709852,11.7103350705814,11.6211370925217,8.16782958841584,9.27760621818097,7.90649587296574,8.29232382634269,8.15998112950622,7.85698524955414
"ENSMUSG00000032359",10.355336464872,10.7488291518193,10.488556698877,10.34311699869,11.0024605876873,9.30608552306376,8.95962208495806,8.88782749399415,8.98322612637834
"ENSMUSG00000023944",10.1749657261564,10.1732103685657,10.3404743308117,10.2774496914016,9.64595263624767,9.80944048747022,9.80217104657111,10.247710276146,9.51368179709561
"ENSMUSG00000069919",2.03742413444728,0.682151743654615,1.55947032969312,10.4810963533826,9.49491292929495,9.58623181976705,10.7884076879156,10.6764522776212,11.2049180030813
"ENSMUSG00000002944",12.0002705253636,11.858784094099,11.6581470284164,3.38948287364642,4.06190801633499,2.54549952780307,2.1605077257361,2.32204829427715,2.56261098229023
"ENSMUSG00000052837",7.3603955070901,7.63993849055847,7.66841475825265,10.5619407445756,10.9940782755976,10.1921110074441,10.8971562822503,9.55255734944315,8.85168933105303
"ENSMUSG00000023175",10.0144636167005,10.1053258853824,9.90852313455668,9.58928747321604,10.0910339008633,9.9371425638654,10.3490919404489,9.33114633722397,10.2178277324237
"ENSMUSG00000040747",10.3112505576154,10.4364733941044,10.2667883964057,10.2254069576884,10.6554908708485,8.71020371165474,9.87678760438874,9.60408565656138,8.91084316999853
"ENSMUSG00000072235",9.49398698867286,9.4948326125661,9.4239261093307,10.6598571499765,10.1664535066235,9.96448009059787,9.96728873944787,10.0689920055411,9.33090645853697
"ENSMUSG00000027399",4.52862003697469,4.85668308266613,5.13058138128553,10.6938699370052,11.9640104221488,9.15053162970095,10.8187682497658,8.06575427751173,6.83820902249957
"ENSMUSG00000026628",8.70462833415448,8.87064722116435,8.86870525942528,10.326143364102,11.0681381204699,9.33974323630329,10.6396595917284,10.1750776879414,8.11394299741497
"ENSMUSG00000035783",11.7734374456195,11.8359115318433,11.6063310992634,5.12011797532339,5.59782143483543,5.25314979639148,5.95088867173053,4.73785929081109,7.05025276032267
"ENSMUSG00000027248",10.7566841355541,10.7106792664884,10.0758136098382,9.8158384796011,10.2973694020458,8.64251732763383,9.86726367549731,9.20585503661231,9.29633384447563
"ENSMUSG00000038418",6.0907613216405,5.62770799080044,5.35404824797227,10.5136817523038,10.7580610814799,10.1818329370159,10.9348902971955,10.0298582535294,8.03595554838748
"ENSMUSG00000037852",8.53610545180259,8.98245406304035,8.5836551285734,9.88715502140458,10.0314388304451,10.1576194455452,10.9814697848472,9.72596242027793,9.7949820366923
"ENSMUSG00000048163",7.56278999625372,7.72473456940122,7.78048714474489,9.99247712429845,10.5229054565916,8.96588156875587,10.782176698229,10.6698941383717,10.3007461010432
"ENSMUSG00000027533",11.3267912917026,10.9378728387392,11.3964231460773,9.32805646351139,8.6557242212724,8.73046051687812,7.92396452939129,8.7605787470866,7.69188475961045
"ENSMUSG00000030605",10.3564181558902,10.0594976739372,10.3798128492614,8.22240795777337,8.61526948502254,9.17469344887681,10.705131510645,10.0695356743341,10.2141282948503
"ENSMUSG00000026473",7.28627709681455,7.83674141791243,7.49589755161033,9.73874242247604,10.014377341336,9.57301220076196,10.7834883444172,10.6303980387338,10.500872940765
"ENSMUSG00000035242",10.1193409180471,10.3733981372685,10.4487219843806,10.0290295560059,10.0842310132238,9.31250954104467,9.46293456878694,9.2902687207387,9.15514259422313
"ENSMUSG00000035530",9.71353576818577,9.71532002925381,9.65489451606276,9.92790661601359,9.94511226439561,9.82007222814176,9.8784817096781,9.94588769250958,9.49184782527296
"ENSMUSG00000025283",9.82673962643488,10.1197125636152,10.0182994771898,10.1781886205672,10.5319127358423,9.47574736673784,9.48311724540184,9.09142294687503,9.01776028607181
"ENSMUSG00000076432",8.99574223172685,9.25334165257146,8.93502153704591,9.78206395304563,9.92100496681811,9.13122179905008,10.542508542367,10.5068056222352,9.8157337283355
"ENSMUSG00000006651",5.01859343793275,4.8680899760858,4.90800919854693,9.76040883127052,9.71552465127536,9.82262307490697,10.8129773826016,10.8673903537048,9.95390416109052
"ENSMUSG00000026249",10.0874494665892,10.4850319581455,9.78382139092553,9.11588503960704,10.1399873742626,9.2976835033334,10.3102065035491,9.15120078097627,9.32967611445185
"ENSMUSG00000028618",9.35910857655124,9.82364492723419,9.31930588473646,9.5724886126714,10.1877875330687,9.25259073360163,10.3123388180425,9.87287433179068,9.97478078274938
"ENSMUSG00000015733",9.79766863423864,10.0435517297803,9.61225717531905,10.1163080350486,10.5250087731122,9.05784570283808,9.86871332534183,9.31534154863175,9.14351958383994
"ENSMUSG00000000346",9.49177367131049,9.87109856202528,9.38696889446018,10.0843744377113,10.5021186190096,8.86523392128727,10.1753737861351,9.47688716395126,9.27887347699419
"ENSMUSG00000005413",11.7759660127425,11.3749324028222,11.0960346629783,8.19084142597571,7.96065842306058,7.2357966594731,5.17469983977867,3.98566470067642,3.04012752398691
"ENSMUSG00000051439",9.73115560394067,10.0949719710685,9.78842465300548,10.248085185639,11.1140495534474,8.95701646797753,9.50729808933479,7.72408146870141,7.49179413676611
"ENSMUSG00000030246",7.13816912116637,7.73994805203412,7.56668397295251,9.73953891495889,10.475733204447,9.75325425947369,10.5343109152978,9.76869940889127,10.3700092423204
"ENSMUSG00000026701",8.90790889859715,8.91531570043945,8.8325116700855,10.1372513461014,9.84279896866446,9.9710019142345,10.2456451660257,9.64446086061694,9.69193149534716
"ENSMUSG00000027199",6.49998701386489,6.78574161964639,6.286716706565,9.95119752320824,10.1173172328285,9.2573324718333,10.59636070118,10.704570245981,9.98158602091263
"ENSMUSG00000030560",9.42645057972373,9.80494115850507,9.14840118994609,10.6026526433401,11.1619443888373,8.87917055101153,8.90082137383409,8.27653735634702,8.17306723250766
"ENSMUSG00000018965",10.2375062935354,10.5764187658986,10.1152298279182,9.66561420161729,10.2990491174206,8.51073474953403,9.40980181797219,8.99639407057881,8.91977420283867
"ENSMUSG00000001833",8.98003756004062,9.15636594605515,8.6413398683026,9.65383229594773,9.7196515115504,9.39139975504828,10.3024030109101,10.3429294368894,9.91268369360683
"ENSMUSG00000054675",5.06167439166687,4.87658634597472,4.96333894185191,9.728989640523,10.6354020256686,8.95335606639546,10.7228737098792,10.3618435227582,10.2071475659393
"ENSMUSG00000064373",8.30043996418286,8.32776557261621,7.90157539012511,9.81908242433726,10.5169379449478,9.29776152468004,10.454273946202,10.1847008537055,9.5113926370716
"ENSMUSG00000030057",9.80956488903244,10.1060787435922,9.86439206434244,9.71025947755393,9.93024732090937,9.03705847344358,9.78808968589551,9.5560964028606,9.47809356221921
"ENSMUSG00000052681",9.81979622008708,10.1067559802384,9.65992734149026,10.1570009471499,10.6377744120888,8.69452597144951,9.62731687262848,8.82023146142594,8.60870069874005
"ENSMUSG00000032517",5.75736415486708,7.21780025774025,7.59673917666781,10.0531282223342,9.6740558619499,9.27796547960898,10.3905229174808,10.6921104672401,9.84185996118474
"ENSMUSG00000058135",9.37160086070723,10.0017660116922,9.93332919791778,8.85518235054075,9.42290000596373,8.96234206269102,10.4106835323966,9.56186111369916,9.86450384038218
"ENSMUSG00000023992",9.50305067517601,9.73268153752742,9.85929619687274,9.01502639427145,10.0404325473317,9.2123478156095,9.51526913667868,9.83386722416125,9.68734925877425
"ENSMUSG00000037072",10.005269162374,10.1968675879872,9.98370574436279,9.5838869674733,9.96103865627456,8.90807800864553,9.25538788230172,9.17227702450971,8.98669963346249
"ENSMUSG00000020644",10.0958125404486,10.2195170914736,10.075918212343,9.38026626285125,10.2844665740444,8.93661804024284,9.5793760733925,8.44410803609898,8.33388959010023
"ENSMUSG00000000982",7.40968520018313,7.74575693774992,7.74092548046177,10.6073291158873,11.1227474738831,9.35504546650427,10.0239520427995,7.95215621080615,7.0315409644855
"ENSMUSG00000073421",4.3533341291788,4.87658634597472,5.30062621122021,11.4857298327128,10.9122520759578,9.72359288603338,6.07191001673361,6.58639035174116,7.04226311815239
"ENSMUSG00000090841",10.3601302952962,10.4521314566178,10.4655068813654,9.54641717198073,9.28440567194714,9.06913400179432,8.38629173424721,8.60276390486088,8.62372574597505
"ENSMUSG00000021423",7.13123412826624,7.56963037416951,7.09055628242803,10.5658080672974,10.8798288117126,9.5868066233636,9.00111323658773,9.34897101816788,8.67155776112393
"ENSMUSG00000021546",9.84650573790477,9.6639921182839,9.17793874970838,9.73363443119379,10.0554878899407,8.91988631401087,9.78953103495789,9.32923062919918,8.91102598971739
"ENSMUSG00000015837",9.68163425234059,9.85810755877199,10.1236535096479,9.52227470059314,10.069052336532,8.87739666369622,9.52708973404664,9.239850526595,8.57356054917289
"ENSMUSG00000028843",9.95125514357799,10.2064475963728,10.2136816372182,9.95470011148918,9.83537683071225,8.83898891306009,8.5641874274982,8.69569428544097,8.50787393997352
"ENSMUSG00000004980",9.53038431517436,9.41396505482779,9.21050893833655,9.77571020005236,9.90328756880832,9.21259612758583,9.65772422642301,9.30737374822869,9.38033588945073
"ENSMUSG00000021270",8.94217426387482,9.01087237368345,9.09819899118675,9.86746920308681,9.00514529139632,9.31111880753924,9.35974022467786,10.2210968567499,9.39896535841289
"ENSMUSG00000019087",9.94002498512529,10.2148480373357,9.98113890207273,9.29711959526055,9.72581975170678,8.23571036868353,9.57290374244177,9.15519033027152,8.69913274647398
"ENSMUSG00000022425",4.09276634605134,3.02846045554073,4.01545722363732,9.56765278991135,9.55408717630639,9.39592585403741,10.5701314664439,10.3036733250049,9.8082935332134
"ENSMUSG00000032562",9.61359941199109,9.54433265917901,9.69562727265423,9.79031296772504,9.72349858264349,9.50273417144609,8.96776170651435,9.07189869866209,8.83038918112589
"ENSMUSG00000021242",9.91059487139597,10.1897826563223,10.2811948004883,9.60414479499573,9.74302234849455,8.8286581773389,8.70316494941048,8.68926253615707,8.53990936159954
"ENSMUSG00000061232",8.7317650661812,8.99437668306075,9.19691506201186,10.7812092404681,10.2767543673981,9.19519401517049,8.63384533043037,8.20113886794018,8.00819658368347
"ENSMUSG00000020423",5.81986656155464,5.84964363366229,5.80138551547024,9.88564469251735,10.0360506174132,9.79453376979957,10.4053466066663,9.76385530922965,8.57748195055874
"ENSMUSG00000027848",7.73776435436509,7.6474052169062,7.46811206253301,10.0939978129491,10.4333715559177,9.4161193967743,9.32338520514024,9.85917378935701,8.78582501499139
"ENSMUSG00000029838",3.08154797086388,3.38671909186011,2.85826252572728,9.34207395989164,9.41782901426151,9.8377268438301,10.2312655506595,10.0769453540143,10.075022589219
"ENSMUSG00000040552",10.6437132279873,10.6668572204573,10.0947274316214,8.88903019432044,9.79164399099338,7.82287190639542,9.00235681296522,7.40139788906588,6.75021029613817
"ENSMUSG00000078812",10.1911221364634,10.2351559110656,10.3358520276858,9.42531611182653,9.44799099747769,8.91765422210621,8.29410197028833,8.40194339975346,7.88331353699217
"ENSMUSG00000056737",10.857012110808,11.2656002685229,11.1979728886112,7.55768933528187,7.92784405236801,6.22616396174492,4.76402585990832,4.62928873488812,4.88031947855858
"ENSMUSG00000062078",7.88557554538064,6.4090119804915,6.51495070384598,8.76151530101927,9.21581401706253,10.0267618843284,9.70077860685843,10.1540426188831,10.0274173089035
"ENSMUSG00000024121",10.031239975252,9.95121190467901,10.2101596551196,9.64024837868659,9.57770659350997,8.65206958264548,8.8723687224187,8.74583906570447,8.06975586401883
"ENSMUSG00000030220",9.5521440307093,10.1156060210429,9.79593727062205,9.91759740149442,10.1143901125172,8.40895228837744,8.67673148022435,8.2441546802489,8.39633687894291
"ENSMUSG00000025503",9.97133999028773,10.2037772271799,10.1125809353208,9.30154915190898,9.09075647381793,8.74163083822411,9.01473397339354,9.03426898056015,8.45919650861217
